,COMMAND_Sym_Link,url,CMD_MD5SUM,CMD_SHA256SUM,ORIGINAL_FILE_NAME,FILE_NAME,SAMPLE_FLUID_TYPE,BATCH,FULL_REDCAP_ID,,PRIVATE_ID,visit_number,visit_interval,Type,MODE,body_site,fma_body_site,format,visit_id,SAMPLE_PARENT_ID,SAMPLE_PARENT_OSDF_ID,sample_name_id,rand_subject_id,CONSENTED?,interval,sub-study,tags,storage_duration,comment,title,center,sequencing_contact,experiment_type,study,prep_id,md5,size,sha256
141,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_01_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_HILIC_neg.mzXML,Plasma_B1_1636-70-1006_V1_HILIC_neg.mzXML,Plasma_B1_ZL63I8R_01_HILIC_neg.mzXML,Plasma,B1,1636-70-1006,1,70-1006-01,#N/A,#N/A,HILIC,neg,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B1_ZL63I8R_01_HILIC_neg,ZL63I8R,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b3dc07e537a01a5acaec6ca0fcf4aa73,37611592,644c616f8023ff6323760312d516676011efaa6f8909a09f49764fa9a6b28a35
142,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_01_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_HILIC_pos.mzXML,Plasma_B1_1636-70-1006_V1_HILIC_pos.mzXML,Plasma_B1_ZL63I8R_01_HILIC_pos.mzXML,Plasma,B1,1636-70-1006,1,70-1006-01,#N/A,#N/A,HILIC,pos,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B1_ZL63I8R_01_HILIC_pos,ZL63I8R,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,73a6b020fd2067f64ca9f9afed092859,54686612,0325ea93257f3e7301121bcddec77af6b69f0b09b9448f32baf9e1d5f3513067
143,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_01_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_RPLC_neg.mzXML,Plasma_B1_1636-70-1006_V1_RPLC_neg.mzXML,Plasma_B1_ZL63I8R_01_RPLC_neg.mzXML,Plasma,B1,1636-70-1006,1,70-1006-01,#N/A,#N/A,RPLC,neg,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B1_ZL63I8R_01_RPLC_neg,ZL63I8R,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,bf65aa8690df55b061063a46f65f20d1,45015753,0d6ac7cdcb5198325986791fdfb4e378d391df85cf640d20593d600f957d3ae5
144,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_01_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V1_RPLC_pos.mzXML,Plasma_B1_1636-70-1006_V1_RPLC_pos.mzXML,Plasma_B1_ZL63I8R_01_RPLC_pos.mzXML,Plasma,B1,1636-70-1006,1,70-1006-01,#N/A,#N/A,RPLC,pos,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B1_ZL63I8R_01_RPLC_pos,ZL63I8R,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,010d61b041d3034a46b0f409e0805114,54657217,2d34a97485a71063ae771728a54e06ff4b5a4a2416a4a737f7b2a5ee01d9c268
145,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_02_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_HILIC_neg.mzXML,Plasma_B1_1636-70-1006_V2_HILIC_neg.mzXML,Plasma_B1_ZL63I8R_02_HILIC_neg.mzXML,Plasma,B1,1636-70-1006,2,70-1006-02,#N/A,#N/A,HILIC,neg,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B1_ZL63I8R_02_HILIC_neg,ZL63I8R,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,1119ad7a053657356743215c2ff228f7,37993227,becf8ef56c0583bd9fb6418357f56b9428e0cd78b6832c2249b716f913aabb4c
146,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_02_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_HILIC_pos.mzXML,Plasma_B1_1636-70-1006_V2_HILIC_pos.mzXML,Plasma_B1_ZL63I8R_02_HILIC_pos.mzXML,Plasma,B1,1636-70-1006,2,70-1006-02,#N/A,#N/A,HILIC,pos,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B1_ZL63I8R_02_HILIC_pos,ZL63I8R,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,e138373e0767128300237e1f21aaf53e,57322379,2f4e4bc5ddee9edcda31b526f83ad0618c3270ab6b53b89c6dc520ed65a42c2e
147,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_02_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_RPLC_neg.mzXML,Plasma_B1_1636-70-1006_V2_RPLC_neg.mzXML,Plasma_B1_ZL63I8R_02_RPLC_neg.mzXML,Plasma,B1,1636-70-1006,2,70-1006-02,#N/A,#N/A,RPLC,neg,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B1_ZL63I8R_02_RPLC_neg,ZL63I8R,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,af2b3ed748e2f192bc19f36812ead98d,44566956,e244cf1c14a18f88463da6bb6bbc3de8ec8f68a4353fc13bed7fa444005cab0d
148,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_02_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V2_RPLC_pos.mzXML,Plasma_B1_1636-70-1006_V2_RPLC_pos.mzXML,Plasma_B1_ZL63I8R_02_RPLC_pos.mzXML,Plasma,B1,1636-70-1006,2,70-1006-02,#N/A,#N/A,RPLC,pos,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B1_ZL63I8R_02_RPLC_pos,ZL63I8R,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,d14e26a4866f5b4d57dc03da6c8038dd,55626146,129f49f4dccc576686d5d6b5240d10adf5a5457929e1f43cd422e13839d67b3b
149,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_03_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_HILIC_neg.mzXML,Plasma_B1_1636-70-1006_V3_HILIC_neg.mzXML,Plasma_B1_ZL63I8R_03_HILIC_neg.mzXML,Plasma,B1,1636-70-1006,3,70-1006-03,1,0,HILIC,neg,blood,FMA:7842,mzXML,ZL63I8R-03_1_0,ZL63I8R-01_blood,aed6c7330536c3e0dfc966c85c323c1f,Plasma_B1_ZL63I8R_03_HILIC_neg,ZL63I8R,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,739c4738a722d6a89324a4ef7997ca28,37314676,ab3e077b2b1ecad9651f15ca1432de11a23647461a84ca5931e770c779159b5d
150,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_03_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_HILIC_pos.mzXML,Plasma_B1_1636-70-1006_V3_HILIC_pos.mzXML,Plasma_B1_ZL63I8R_03_HILIC_pos.mzXML,Plasma,B1,1636-70-1006,3,70-1006-03,1,0,HILIC,pos,blood,FMA:7842,mzXML,ZL63I8R-03_1_0,ZL63I8R-01_blood,aed6c7330536c3e0dfc966c85c323e93,Plasma_B1_ZL63I8R_03_HILIC_pos,ZL63I8R,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,2c287254d3ea2ff8f50edbce519755de,53219616,2440969df29f6656967db244711f2eac57bd74bf6bd52a35346cc4c2f0e537c9
151,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_03_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_RPLC_neg.mzXML,Plasma_B1_1636-70-1006_V3_RPLC_neg.mzXML,Plasma_B1_ZL63I8R_03_RPLC_neg.mzXML,Plasma,B1,1636-70-1006,3,70-1006-03,1,0,RPLC,neg,blood,FMA:7842,mzXML,ZL63I8R-03_1_0,ZL63I8R-01_blood,aed6c7330536c3e0dfc966c85c324145,Plasma_B1_ZL63I8R_03_RPLC_neg,ZL63I8R,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,3b3acb69274a7a07d8e975b111a0b765,44338902,b151937c21860a85b0a4b25cc56f27fbd1692e314cacaf39aaf31c5f1e02073e
152,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_03_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V3_RPLC_pos.mzXML,Plasma_B1_1636-70-1006_V3_RPLC_pos.mzXML,Plasma_B1_ZL63I8R_03_RPLC_pos.mzXML,Plasma,B1,1636-70-1006,3,70-1006-03,1,0,RPLC,pos,blood,FMA:7842,mzXML,ZL63I8R-03_1_0,ZL63I8R-01_blood,aed6c7330536c3e0dfc966c85c324e8d,Plasma_B1_ZL63I8R_03_RPLC_pos,ZL63I8R,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,23ebf50960220e903a5aad5ec11693ce,54650350,8071b54bbb7dba87f4b27ec9095151bd27cde3c61ed344e5e91638a3f0e16f10
153,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_04_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_HILIC_neg.mzXML,Plasma_B1_1636-70-1006_V4_HILIC_neg.mzXML,Plasma_B1_ZL63I8R_04_HILIC_neg.mzXML,Plasma,B1,1636-70-1006,4,70-1006-04,2,99,HILIC,neg,blood,FMA:7842,mzXML,ZL63I8R-04_2_99,ZL63I8R-02_blood,aed6c7330536c3e0dfc966c85c3256d3,Plasma_B1_ZL63I8R_04_HILIC_neg,ZL63I8R,TRUE,99,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,2258879441982340676fbfa26a2aa722,37839919,82f14b4b1be260c1c252a0becc299fd0ceec8d594faa8dcde5af5f678caced18
154,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_04_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_HILIC_pos.mzXML,Plasma_B1_1636-70-1006_V4_HILIC_pos.mzXML,Plasma_B1_ZL63I8R_04_HILIC_pos.mzXML,Plasma,B1,1636-70-1006,4,70-1006-04,2,99,HILIC,pos,blood,FMA:7842,mzXML,ZL63I8R-04_2_99,ZL63I8R-02_blood,aed6c7330536c3e0dfc966c85c326164,Plasma_B1_ZL63I8R_04_HILIC_pos,ZL63I8R,TRUE,99,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,5ecdfe533acc4025659d111e76d57330,56279333,13cb2443f42d3d623b7df2eb94ee22e03a74e35db5c2ef9231e23eeb95316c20
155,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_04_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_RPLC_neg.mzXML,Plasma_B1_1636-70-1006_V4_RPLC_neg.mzXML,Plasma_B1_ZL63I8R_04_RPLC_neg.mzXML,Plasma,B1,1636-70-1006,4,70-1006-04,2,99,RPLC,neg,blood,FMA:7842,mzXML,ZL63I8R-04_2_99,ZL63I8R-02_blood,aed6c7330536c3e0dfc966c85c326b95,Plasma_B1_ZL63I8R_04_RPLC_neg,ZL63I8R,TRUE,99,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,cf6ee2c188fd13d8ded894a8dafad97a,44599569,5cdf4cdc4706c190082c71f4cf617ee98dd7b0e0f5fb87cb17f5e234d0039473
156,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZL63I8R_04_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1006_V4_RPLC_pos.mzXML,Plasma_B1_1636-70-1006_V4_RPLC_pos.mzXML,Plasma_B1_ZL63I8R_04_RPLC_pos.mzXML,Plasma,B1,1636-70-1006,4,70-1006-04,2,99,RPLC,pos,blood,FMA:7842,mzXML,ZL63I8R-04_2_99,ZL63I8R-02_blood,aed6c7330536c3e0dfc966c85c326fd7,Plasma_B1_ZL63I8R_04_RPLC_pos,ZL63I8R,TRUE,99,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b53d4aa29bffae64d3f7ac704584c917,56329439,4a213c8b3972be95af28585f95cd429c91d20ce9bf0c8ecf9faa90a17f36e926
157,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1008_V1_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZKVR426_01_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1008_V1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1008_V1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1008_V1_HILIC_neg.mzXML,Plasma_B1_1636-70-1008_V1_HILIC_neg.mzXML,Plasma_B1_ZKVR426_01_HILIC_neg.mzXML,Plasma,B1,1636-70-1008,1,70-1008-01,1,0,HILIC,neg,blood,FMA:7842,mzXML,ZKVR426-01_1_0,ZKVR426-01_blood,aed6c7330536c3e0dfc966c85c327801,Plasma_B1_ZKVR426_01_HILIC_neg,ZKVR426,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,87f9ee2e6c36c4133b4676854aa42240,36826628,a1a3d522b7bfd7deba0f63b25c79639749118deb05a039660456b1cceebe8517
433,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-70-1008_V1_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZKVR426_01_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-70-1008_V1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-70-1008_V1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-70-1008_V1_HILIC_neg.mzXML,Urine_B1_1636-70-1008_V1_HILIC_neg.mzXML,Urine_B1_ZKVR426_01_HILIC_neg.mzXML,Urine,B1,1636-70-1008,1,70-1008-01,1,0,HILIC,neg,urinary_tract,FMA:326482,mzXML,ZKVR426-01_1_0,ZKVR426-01_urine,aed6c7330536c3e0dfc966c85c29b8e0,Urine_B1_ZKVR426_01_HILIC_neg,ZKVR426,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,2cde049343a76c73bf31f0e505d6fb5d,38917653,5e563e6d7e60325a88cbe3506ea4c67de56d2651be18b2e696aef856049c0b69
158,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1008_V1_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B1_ZKVR426_01_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1008_V1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1008_V1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B1_1636-70-1008_V1_HILIC_pos.mzXML,Plasma_B1_1636-70-1008_V1_HILIC_pos.mzXML,Plasma_B1_ZKVR426_01_HILIC_pos.mzXML,Plasma,B1,1636-70-1008,1,70-1008-01,1,0,HILIC,pos,blood,FMA:7842,mzXML,ZKVR426-01_1_0,ZKVR426-01_blood,aed6c7330536c3e0dfc966c85c32872b,Plasma_B1_ZKVR426_01_HILIC_pos,ZKVR426,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,a7836937d4ebe4f18710e7826e6a7e97,54318543,844fe6dde8ca1c975ee841d91017f38058523263aae6121850623fc3e055303b
434,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-70-1008_V1_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Urine_B1_ZKVR426_01_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-70-1008_V1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-70-1008_V1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Urine_B1_1636-70-1008_V1_HILIC_pos.mzXML,Urine_B1_1636-70-1008_V1_HILIC_pos.mzXML,Urine_B1_ZKVR426_01_HILIC_pos.mzXML,Urine,B1,1636-70-1008,1,70-1008-01,1,0,HILIC,pos,urinary_tract,FMA:326482,mzXML,ZKVR426-01_1_0,ZKVR426-01_urine,aed6c7330536c3e0dfc966c85c29b8f7,Urine_B1_ZKVR426_01_HILIC_pos,ZKVR426,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,536b487919c00ed988c3143e1b0b8d09,56481430,f0945ae92efb9c5782fc6f810538b5486b020d632ceb4c977ee535133fc3158e
